Source,Relation,Target
endoglycosidases,remove,glycoproteins
EF2863,hydrolyzes,N-linked glycans
endochitinase,degradation,N-acetylglucosamine
endochitinase,degradation,(GlcNAc)(n)
endochitinase,degradation,GlcNAc oligomers
endochitinase,degradation,beta-chitin
endochitinase,degradation,4-MU-(GlcNAc)2
endochitinase,degradation,beta-chitin
CBP21,degradation,chitin
family 18 chitinases,degrade,chitin
family 18 chitinases,degrade,N-acetylglucosamine
CBP21,binds,chitin
CBP21,binds,insoluble crystalline substrate
chitinase B,degradation,crystalline beta-chitin
CBP21,degradation,chitin
CBP21,degradation,polymer
CBP21,binding,crystalline chitin
chitin-binding proteins,chitinolytic,chitin
glycoside hydrolase family 18 enzymes,degradation,chitin
enzymes,utilization,chitin
chitinases,bioconversion,chitin
chi18D,degradation,chitin
enzyme,degradation,chitin
enzyme,degradation,chitin
glycoside hydrolase family 18 enzymes,degradation,chitin
glycoside hydrolase family 18 enzymes,degradation,chitin
CaChiA,convert,chitin
CaChiA,convert,chitotriose
LPMOs,depolymerize,β-chitin
LPMOs,depolymerize,(GlcNAc)2
LPMOs,depolymerize,oxidized chitooligosaccharides
LPMOs,utilize,chitin
lytic polysaccharide monooxygenases,degrading,oxidized cello-oligosaccharides
lytic polysaccharide monooxygenases,degrading,cellulose
GH61,depolymerization,cello-oligosaccharides
GH61,depolymerization,cellulose
GH61,depolymerization,oxidized cello-oligosaccharides
glycoside hydrolases,-degrading,cellulose
chitinase,grow on,chitin
TfChi18A,degraded,α-
TfChi18A,degraded,β-chitin
TfChi18A,cleaved,chito-oligosaccharides
chitinase,grow on,chitin
proteases,degrade,skin-mucus proteins
glycoside hydrolases,cleave,polysaccharides
glycoside hydrolases,cleave,cellulose
glycoside hydrolases,cleave,chitin
LPMO,degrade,crystalline chitin
enzyme,degrading,polysaccharide
lytic polysaccharide monooxygenase,Conversion,α-chitin
LPMO,depolymerization,α-chitin
chitinases,solubilization,chitin
GbpA,attachment,chitin
GbpA,attachment,mucin
GbpA,binding,chitin
GbpA,binds,GlcNAc oligosaccharides
GbpA,colonization,chitin
GbpA,colonization,mucin
GbpA,interactions,chitinous
chitin-binding protein,degradation,chitin
CBP21,-degrading,chitin
CBP21,-degrading,chitin
CBP21,binding,beta-chitin
CBP21,binding,chitin
LPMO,breaks,chitinaceous surface
GbpA,binding,mucins
GbpA,binding,carbohydrate
GbpA,bind,chitin
LPMOs,binding,substrates
LPMOs,turnover,biomasses
LPMOs,turnover,lignocellulosic plant biomass
Lytic Polysaccharide Monooxygenase,Utilization,Chitin
carbohydrate-active enzymes,utilization,plant cell wall polysaccharides
LPMOs,-degrading,chitin
LPMO,-binding,chitin
LPMO,-binding,chitin
CBM73,-binding,chitin
CBM73,-binding,chitin
LPMOs,-cleaving,cellulose
LPMO,cleave,cellulose
LPMO,cleave,α-
LPMO,cleave,β-chitin
LPMO,-binding,chitin
LPMO,-binding,α-chitin
GHs,attachment,recalcitrant polysaccharides
GH18 chitinases,-binding,substrate
endochitinase,bound,ligands
chitinases,binding,ligand
ScLPMO10C,-binding,carbohydrate
ScLPMO10C,-binding,cellulose
ScLPMO10C,binding,carbohydrate
enzymes,modifying,lignocellulose
enzymes,modifying,carbohydrate
cbp2E,degradation,cellulose
Cbp2D,oxidized,cellulose
LPMOs,degrade,cellulose
LPMOs,degrade,cellulose
EfCBM33A,conversion,chitin
EfCBM33A,conversion,chitin
EfCBM33A,interact with,chitin
CBP21,cleaves,chitin
EfChi18A,conversion,β-chitin
EfChi18A,conversion,chitobiose
family 18 chitinase,Interactions,HM508
family 18 chitinase,Interactions,chitobiono-delta-lactone
ChiB,interaction,"N,N'-diacetylchitobionoxime-N-phenylcarbamate"
ChiB,interaction,HM508
ChiB,degrades,HM508
ChiB,binding,HM508
chitosanases,conversion,chitosan
chitosanases,conversion,mono-sugars
Tk-Glm,-degrading,chitosan
Tk-Glm,-degrading,glucosamine
LPMOs,cleave,glycosidic bonds
oxidative enzymes,grown on,starches
Deacetylating enzymes,tailor,chitin
deacetylase,bound,chitobiose
deacetylase,bound,GlcNAc
ArCE4A,activity against,oligosaccharides
family,in,complex
family,in,interactions
family GH19 chitinases,growth on,chitin
GH18 chitinases,growth on,chitin
LPMO,growth on,chitin
CBMs,-binding,chitin
CBMs,-binding,chitin
enzymes,convert,chitin
CBP21,-binding,chitin
CBP21,-binding,chitin
processive enzymes,conversion,substrate
processive enzymes,conversion,biomass
accessory proteins,-disrupting,substrate
accessory proteins,-disrupting,substrate
LPMOs,depolymerization,polysaccharides
LPMOs,depolymerization,chitin
LPMOs,depolymerization,cellulose
LPMOs,-binding,alpha-
LPMOs,-binding,beta-chitin
LPMOs,-binding,chitin
PcGH61D,cleaves,cellulose
cellulases,act synergistically with,plant biomass
PcGH61D,cleaves,cellulose
PcGH61D,penetrating into,reduced cellulose
PcGH61D,penetrating into,substrate
CBM33,-degrading,microbial biomass
chitinases,-binding,chitin
sgC,-binding,carbohydrate
TAC6,-binding,substrate
CBP21,binding,substrate
CBP21,binding,substrate
LPMOs,metabolism,chitin
LPMOs,metabolism,chitin
SmChiC,degradation,substrate
LmLPMO10,-binding,chitin
LmLPMO10,-binding,the
ChiB,hydrolyse,chitooligosaccharide aldonic acids
LmLPMO10,secreted,chitin
chitinases,secreted,chitin
LmLPMO10,degradation,chitin
xyloglucan xyloglucosyl transferases,bind,xyloglucan
xyloglucan xyloglucosyl transferases,bind,oligosaccharides
wild-type enzyme,binding,substrate
Xyloglucan xyloglucosyl transferases,bind,xyloglucan
chitin-binding protein,degradation,alpha-
chitin-binding protein,degradation,beta-chitin
endochitinases,-binding,substrate
LlChi18A,hydrolyse,chitin oligomers
LlChi18A,hydrolyse,artificial substrates
LlCBP33A,bind,beta-chitin
LlCBP33A,bind,alpha-
LlCBP33A,bind,beta-chitin
chitinase,turnover,chitin
chitinase,turnover,alpha-chitin
BJL200-ChiA,degrading,4-methylumbelliferyl-beta-D-N-N'-N''-triacetylchitotrioside
BJL200-ChiA,degrading,CM-chitin-RBV
BJL200-ChiC1,degradation,beta-chitin
family 18 chitinases,bind,chitin
LPMO,convert,polysaccharides
LPMO,convert,chitin
LPMO,convert,cellulose
LPMO,convert,starch
LPMO,-processing,chitin
CBM73,-binding,chitin
single-domain,chitin,in
GbpA3,degradation,chitin
GbpA3,degradation,substrate
LPMO,binding,Substrate
LPMO,binding,substrate
cellulase,oxidise,polysaccharides
cellulase,oxidise,chitin
cellulase,oxidise,cellulose
cellulase,oxidise,substrates
LPMOs,oxidation,cellulosic
LPMOs,oxidation,substrates
nonheme iron enzymes,C-H abstraction,cyclohexane
GHs,deconstruct,lignocellulose
laccases,depolymerisation,Lignin
LPMOs,deconstruction,biomass
Lytic Polysaccharide Monooxygenases,Conversion,Biomass
Enzyme cocktails,deconstruction,lignocellulose
enzyme,-degrading,biomass
LPMO,oxidatively cleave,pectin
LPMO,oxidatively cleave,polysaccharide
LPMOs,degrade,pectin
Lytic xylan oxidases,degradation,biomass
LPMOs,active on,xylans
LPMOs,active on,polysaccharide
LPMOs,active on,wood biomass
AA14 LPMO,oxidative cleavage,wood
AA14 LPMO,oxidative cleavage,xylan
AA14 LPMO,oxidative cleavage,cellulose fibers
enzyme cocktails,degradation,woody biomass
LPMOs,oxidative degradation,biopolymers
LPMOs,oxidative degradation,cellulose
LPMOs,oxidative degradation,chitin
LPMOs,oxidative cleavage,polysaccharides
LPMOs,degradation,polysaccharide
lytic polysaccharide monooxygenases,cleavage,polysaccharide
LPMOs,break down,polysaccharides
LPMOs,break down,cellulose
LPMOs,break down,chitin
LPMOs,interact,saccharide
lytic polysaccharide monooxygenase,binding,substrate
LPMOs,oxidative cleavage,polysaccharides
LPMOs,binding,substrate
AA9 LPMO,binding,substrate
AA9 LPMO,binding,substrate
LPMOs,degradation,polysaccharides
AnCDH1,degradation,crystalline cellulose
AnCDH1,degradation,lignocellulosic substrates
AnCDH1,degradation,plant cell wall components
AnLPMO9G,activity,cellulose
AnLPMO9G,activity,cellulose
AnLPMO9G,activity,crystalline regions of cellulose
AnLPMO9G,activity,crystalline algae cellulose
LPMO9s,degradation,sugarcane straw
LPMO9s,degradation,Avicel
LPMO9s,degradation,lignocellulosic substrates
AnLPMO9G,saccharification,cellulose
AnLPMO9G,saccharification,lignocellulose
lytic polysaccharide monooxygenase,-degrading,starch
LPMOs,deconstruct,polysaccharides
β-amylase,conversion,starch
peroxygenase,conversion,C-H bonds
peroxygenase,conversion,methane
Catalase-SKL,Reduces,Beta-Amyloid
CAT-SKL,reduce,Aβ25-35
CAT-SKL,reduce,Aβ25-35
CAT-SKL,reducing,Aβ25-35
LPMOs,oxidizing,polysaccharides
LPMOs,-degrading,chitin
CglAlcOx,oxidation,galactose
CglAlcOx,oxidation,galactosides
CglAlcOx,oxidation,aliphatic alcohols
PpAA10,activity,chitin-binding
PpAA10,activity,β-chitin
PMOs,breakdown,polysaccharide substrates
lytic polysaccharide monooxygenases,digestion,biomass
LPMO,remodeling,chitin
LPMOs,degradation,cellulose
LPMOs,degradation,biomass
Atox1,protects,copper
Atox1,protects,copper
Memo1,generation,copper
Memo1,generation,Cu
Memo1,generation,reactive oxygen species
Memo1,generation,ROS
Memo1,generation,Cu
Memo1,generation,Cu(I)
Memo1,generation,ROS
Memo1,exchange,Cu
Memo1,exchange,Cu(I)
Memo1,exchange,Cu(I)
Atox1,formation,Cu(I)
Atox1,formation,Cu-mediated
Atox1,formation,ROS
matrix metalloproteinases,damaged,Hydrogen peroxide
matrix metalloproteinases,damaged,reactive oxygen species
matrix metalloproteinases,damaged,protein
matrix metalloproteinases,damaged,DNA
anglerases,capture,transition metal ions
glycoside hydrolases,degradation,polysaccharides
glycoside hydrolases,degradation,biomass
glycoside hydrolases,degradation,lignocellulose
CgSOD-1,degradation,plant biomass
CgEG-1-GH9,saccharification,polysaccharides
CgSOD-1,cleave,reactive oxygen species
CgSOD-1,cleave,polysaccharide
glycoside hydrolases,degradation,polysaccharides
glycoside hydrolases,degradation,biomass
glycoside hydrolases,degradation,lignocellulose
CgSOD-1,degradation,plant biomass
CgEG-1-GH9,saccharification,polysaccharides
CgSOD-1,cleave,reactive oxygen species
CgSOD-1,cleave,polysaccharide
CAT-SKL,ameliorated,Aβ25-35
CBM33,conversion,cellulose
CBM33,conversion,biomass
GH61s,coordinated,copper
CBM33,binds,copper
a,as,Cu(II)-CBM33
a,as,ion
a,as,will
GH61,ligated,copper(I)
GH61,ligated,copper
LPMOs,degradation,lignocellulose
LPMOs,bound,substrate
LPMOs,bound,cellulose
LPMOs,cleavage,molecular oxygen
LPMOs,cleavage,glycosidic bonds
LPMOs,63Cu(II)-bound,copper
AA10 LPMOs,activation,chitin
AA10 LPMOs,activation,substrate
AA10 LPMOs,activation,O2
proteins,link,F-actin
catalase,breaks down,hydrogen peroxide
catalase,breaks down,hydrogen peroxide
catalase,decreased,hydrogen peroxide
catalase,decreased,protein carbonyls
aconitase,decreased,reactive oxygen species
Lytic Polysaccharide Monooxygenases,Oxidation,H2O2
LPMOs,oxidative cleavage,Hydrogen peroxide
LPMOs,oxidative cleavage,saccharidic substrates
LPMOs,oxidation,hydrogen peroxide
AA9 LPMO,oxidation,H2O2
AA9 LPMO,oxidation,saccharidic substrates
Pex16p,association,microtubules
Pex16p,association,vesicles
LPMOs,cleavage,polysaccharides
LPMOs,coordinating,copper
AA9,producing,H₂O₂
PnAA16,oxidation,cellohexaose
PnAA16,oxidation,celloligosaccharides
PnAA16,oxidation,C3
PnAA16,oxidation,C5
cellulolytic cocktail,saccharification,cellulose
cellulolytic cocktail,saccharification,ascorbic acid
cellulolytic cocktail,saccharification,hydrogen peroxide
Rhamm,binding,hyaluronan
Lytic Polysaccharide Monooxygenases,Formation,Oxygen
Lytic Polysaccharide Monooxygenases,Formation,Hydrogen Peroxide
LPMOs,degradation,polysaccharides
LPMOs,degradation,chitin
LPMOs,degradation,cellulose
LPMOs,cleavage,glycosidic bond
LPMOs,cleavage,oxygen
LPMOs,cleavage,reductant
LPMOs,activation,oxygen
LPMOs,activation,ascorbic acid
oxidases,forming,hydrogen atoms
oxidases,forming,molecular oxygen
oxidases,forming,hydrogen peroxide
catalase,decomposes,hydrogen peroxide
catalase,decomposes,oxidant
catalase,import,hydrogen peroxide
connexin,delivery,post-Golgi carriers
connexin,delivery,PGCs
connexin,delivery,vesicles
connexins,diffusion,PGCs
Cx26,binding,intermediates
Bisphosphonates,metastatic,bone
pamidronate,associated,bone
catalase,mitigating,reactive oxygen species
catalase,import,PTS1
catalase,protect,H2O2-mediated
"N-Benzyl-bis-N',N''-salicylidene",oxidation,benzyl alcohol
Cu(II)L complex,formation,Cu(BF(4))(2).6H(2)O
[1](+)(.),coupling,Cu(II)
[1](+)(.),coupling,phenoxyl radical
oxidised species,oxidation,benzyl alcohol
oxidised species,oxidation,benzaldehyde
glycoside hydrolases,hydrolyse,polysaccharide
glycoside hydrolases,hydrolyse,substrate
enzyme,increasing,α
enzyme,increasing,β chitin
enzyme,increasing,Cu(ii)
enzyme,increasing,substrate
lytic polysaccharide monooxygenases,degradation,biomass
GH124 endoglucanase,coordinating,Ca2+
GH124,accommodate,metals
Cu(L)X complexes,exchanged,"cis-1,3,5-tris(cinnamylideneamino)cyclohexane"
Cu(L)X complexes,exchanged,L
Cu(L)X complexes,exchanged,acetonitrile
Cu(L)X complexes,exchanged,Cl
Cu(L)X complexes,exchanged,Br
Cu(L)X complexes,exchanged,NO2
Cu(L)X complexes,exchanged,SPh
complexes,coordinated,Cl
complexes,coordinated,Br
complexes,coordinated,NO2
complexes,coordinated,L
complexes,coordinated,copper
CuLNO2 complex,redox couple,Cu(I/II)
PETases,Boosting,PET Polymers
LPMOs,cleave,polysaccharide chains
LPMOs,cleave,polysaccharides
LPMOs,cleave,cellulose
PETases,boosted,polyethylene terephthalate
PETases,boosted,PET
PETases,boosted,PET
AA9 LPMOs,degradation,synthetic polymers
LPMO,coordinated,copper
metalloenzyme,oxidative degradation,cellulose
metalloenzyme,oxidative degradation,copper
metalloenzyme,oxidative degradation,biomass
GH61,enhanced,copper
GH61,enhanced,cellodextrin
GH61,enhanced,oxidized cellodextrin
GH61,enhanced,ascorbate
GH61,enhanced,gallate
GH61,coordination,copper
GH61,coordination,copper's
albumin,import,PTS1
albumin,imported,cycloheximide
polysaccharide oxygenases,break down,polysaccharides
enzyme,active against,"β-1,4-xylan"
enzyme,active against,mixed-linkage
enzyme,active against,"β-1,3,β-1,4"
enzyme,active against,marine xylan
TtGH8,against,"β-1,4-xylohexaose"
TtGH8,against,mixed-linkage polymeric xylans
TtGH8,forms,xylobiose-
TtGH8,forms,xylotriose-
TtGH8,forms,xylohexaose-bound
enzyme,bound,xylotriose
catalase,house,Protein
catalase,house,DNA
polysaccharide monooxygenases,activation,O2
polysaccharide monooxygenases,activation,Cu
AA9-11,activation,O2
AA9-11,activation,copper
AA9-11,activation,Cu
enzyme,regeneration,O2
enzyme,regeneration,Cu(I)
enzyme,regeneration,O2
enzyme,regeneration,Cu(II)
Cu-AA9-superoxide,formation,Cu-superoxide
complexes,coordination,transition metal
complexes,coordination,ligand
complexes,characterized,transition metal
complexes,characterized,ligand tris(5-cyclohexylimminopyrrol-2-ylmethyl)amine
complexes,characterized,N(piCy)3
Complexes,coordination,titanium
Complexes,coordination,vanadium
Complexes,coordination,chromium
Complexes,coordination,molybdenum
Complexes,coordination,metal
[Fe(6)O(2)(OH)(2)(O(2)C-Ph-(CH)=CH(2))(12)(H(2)O)(2)],prepared,carboxylic acids
lytic polysaccharide monooxygenases,interaction,cellulose
LPMOs,interaction,polysaccharide
LPMOs,interaction,biomass
cellulose-active LPMOs,binding,crystalline cellulose
LPMO,orient,cellulose fibres
enzyme,binding,cellulose fibres
Lytic Polysaccharide Monooxygenases,Coordination,Copper
LPMOs,deconstruct,polysaccharides
LPMOs,coordinated,copper
LPMOs,coordinated,histidine-brace
SliLPMO10E,binding,copper
SliLPMO10E,binding,histidine-brace
SliLPMO10E-Ext,coordination,Amino group
LPMOs,loading,copper
LPMOs,loading,copper
LPMOs/PMOs,oxidative degradation,cellulosic
LPMOs/PMOs,oxidative degradation,Cu-containing
LPMOs/PMOs,oxidative degradation,polysaccharides
LPMOs/PMOs,oxidative degradation,O2
LPMOs/PMOs,oxidative degradation,H2O2
protein kinase CK2,recruitment,Pleckstrin homology domain
protein kinase CK2,interaction,pleckstrin homology domain
CK2,recruitment,pleckstrin homology domain
CKIP-1,binding,lipid
CKIP-1,bind,HIKE domain
CKIP-1,bind,pleckstrin homology domains
LR3IGF-I,treated,saline
GH10,hydrolysis,sugarcane bagasse
99mTc-transferrin,uptake,MCF7
99mTc-transferrin,uptake,MCF7
Human serum holo-transferrin,labelled,99mTc
Human serum holo-transferrin,labelled,2-mercaptoethanol
catalyst,chelation,copper
catalyst,chelation,ligands
catalyst,Sandmeyer hydroxylation,copper
catalyst,Sandmeyer hydroxylation,ligands
complexes,cyclisation,2-benzoylphenyl radical
complexes,cyclisation,ligands
complexes,cyclisation,2-aminocarboxylate
complexes,cyclisation,2-hydroxycarboxylate
complexes,cyclisation,"1,3-dicarboxylate"
complexes,cyclisation,"1,2-diamine"
complexes,formation,"cis-1,3,5-triaminocyclohexane"
complexes,formation,tach
complexes,formation,Ru
[Ru(N-N)(DMSO-S)2(tach)][Cl]2,affords,ligands
[Ru(N-N)(DMSO-S)2(tach)][Cl]2,affords,bipyridine
[Ru(N-N)(DMSO-S)2(tach)][Cl]2,affords,phenanthroline
[Ru(N-N)(DMSO-S)2(tach)][Cl]2,affords,ethylenediamine
[RuCl(P-P)(tach)]Cl,formation,ligands
[RuCl(P-P)(tach)]Cl,formation,dppm
[RuCl(P-P)(tach)]Cl,formation,dppe
[RuCl(P-P)(tach)]Cl,formation,dppp
[RuCl(P-P)(tach)]Cl,formation,dppb
[RuCl(P-P)(tach)]Cl,formation,dppv
[RuCl(P-P)(tach)]Cl,formation,dppben
hydrogenphosphate,catalysed,4-methoxybenzenediazonium
tetrakis(acetonitrile)Cu(I),reduced,4-methoxybenzenediazonium
Cu(I),reduction,diazonium
Cu(I),reduction,adduct
liver alcohol dehydrogenase,Synthesis,L
liver alcohol dehydrogenase,Synthesis,"cis,cis-1,3,5-tris[(E,E)-3-(2-furyl)acrylideneamino]cyclohexane"
[Zn(OMe)(L)]+,gives,L
[Zn(OMe)(L)]+,gives,"cis,cis-1,3,5-tris[(E,E)-3-(2-furyl)acrylideneamino]cyclohexane"
[Zn(OMe)(L)]+,gives,methanol
complex,oxidation,alcohol
complex,oxidation,copper
Cu(II)L,oxidation,alcohol
Cu(II)L,oxidation,copper
Cu(II)L,oxidation,L
Cu(II)L,oxidation,"cis-1-(3',5'-dimethoxy-benzylideneamino)-3,5-[2-hydroxy-(3',5'-di-tert-butyl)benzylideneimino]cyclohexane"
[Cu(2)L(2)(mu-C(4)H(6))].2PF(6),syntheses,L
[Cu(2)L(2)(mu-C(4)H(6))].2PF(6),syntheses,"(+/-)-N,N'-bis(2,4,6-trimethylbenzylidene)-1,2-diaminocyclohexane"
complexes,reacts,Copper(i)
complexes,reacts,"(+/-)-N,N'-bis(2,4,6-trimethylbenzylidene)-1,2-diaminocyclohexane"
complexes,reacts,ethene
complexes,reacts,butadiene
complexes,bridges,butadiene
complexes,bridges,butadiene
complexes,bridges,copper
complex,coordinated,ethene
complex,coordinated,ethene
superoxide dismutase,exhibit,manganese(iii)
superoxide dismutase,exhibit,"cis,cis-1,3,5-triaminocyclohexane-based"
complexes,Synthesis,cis-dioxomolybdenum(VI)
complexes,Synthesis,3-hydroxy-2-pyridinones
[MoO2(L(a-c))2],reaction,butoxy-
[MoO2(L(a-c))2],reaction,methoxy-derivatives
[MoO2(L(a-c))2],reaction,HLc
[MoO2(L(a-c))2],reaction,HLb
[MoO2(L(a-c))2],reaction,1-[(ethoxycarbonyl)methyl]-3-hydroxy-2-(1H)-pyridinone
[MoO2(L(a-c))2],reaction,HLa
[MoO2(L(a-c))2],reaction,ligands
[MoO2(L(a-c))2],reaction,molybdenyl acetylacetonate
complexes,racemisation,N-substituents
[MoO2(La)2],coordination environment,methylene
[MoO2(La)2],coordination environment,molybdenum
[(MoO2(Lb)O)2],produce,methoxy-derivative
[(MoO2(Lb)O)2],produce,HLb
LPMOs,degradation,biomass
LPMOs,conversion,biomass
BsPAD,cleavage,carbon dioxide
BsPAD,cleavage,p-coumaric-
BsPAD,cleavage,caffeic-
BsPAD,cleavage,ferulic acid
lytic polysaccharide monooxygenase-assisted,degradation,wood cell wall
LPMO,hydrolysis,biomass
LPMO-catalyzed,depolymerization,H2O2
LPMO-catalyzed,depolymerization,O2
LPMO-catalyzed,depolymerization,polysaccharides
Neurospora crassa LPMO,consumes,cell wall
Neurospora crassa LPMO,consumes,H2O2
cellobiohydrolase,degradation,glucose
cellobiohydrolase,degradation,wood cell walls
cellobiohydrolase,degradation,biomass
enzymes,degradation,Lignocellulose
enzymes,degradation,lignocellulose
enzymes,saccharification,lignocellulose
ligninolytic enzymes,degradation,polysaccharide
ligninolytic enzymes,degradation,lignin
enzymes,degradation,recalcitrant polysaccharide
enzymes,degradation,cellulose
LPMOs,saccharification,lignocellulose
LPMOs,reduction,copper
NcLPMO9C,compaction,copper
NcLPMO9C,fragmentation,ascorbic acid
NcLPMO9C,fragmentation,oxygen
POx,reduction,d-glucose
POx,reduction,2-ketoglucose
POx,reduction,oxygen
POx,reduction,H2O2
ToPOx,react,acceptors
ToPOx,react,"1,4-benzoquinone"
ToPOx,react,"1,4-BQ"
ToPOx,react,"2,6-dichlorophenol indophenol"
ToPOx,react,DCPIP
ToPOx,react,ferrocenium
L547R,oxidative half-reaction,acceptors
LPMOs,degradation,polysaccharides
LPMOs,degradation,cellulose
LPMOs,degradation,chitin
LPMO,oxidation,chitin
LPMO,oxidation,lactose
LPMO,oxidation,electrons
cellobiose dehydrogenase,degradation,cellulose
LPMO,oxidative,cellulose
LPMO,shuttled,Electrons
LPMO,shuttled,cellobiose
LPMO,depolymerization,haem
LPMO,depolymerization,oxygen
LPMO,depolymerization,copper
LPMO,depolymerization,cellulose
peroxygenase,conversion,C-H bonds
peroxygenase,conversion,substrates
peroxygenase,conversion,methane
peroxygenase,conversion,methanol
LPMO,generated,copper histidine brace
LPMO,generated,hydrogen peroxide
LPMO,generated,peroxyacids
LPMO,generated,substrate
enzyme,restoring,histidine
enzyme,restoring,histidine brace
BVMO,catalyze,oxygen
enzyme,sulfoxidation,ketones
enzyme,sulfoxidation,thioesters
enzymes,oxidation,norcamphor
Lytic Polysaccharide Monooxygenase,Inhibition,Carboxylic Acids
Lytic Polysaccharide Monooxygenase,Inhibition,Amino Acids
LPMOs,degradation,polysaccharides
LPMOs,degradation,cellulose
LPMO,depolymerization,inhibitors
LPMO,depolymerization,cellulose
enzyme,deactivation,oxalic acid
enzyme,deactivation,citric acid
LPMO,regulate,molecules
LPMO,regulate,copper
lytic polysaccharide monooxygenase,cleaving,cellulose
lytic polysaccharide monooxygenase,cleaving,cello-oligosaccharides
LPMOs,oxidative cleavage,polysaccharides
LPMOs,oxidative cleavage,oxygen
LPMOs,oxidative cleavage,donor
NcLPMO9C,cleave,cello-oligosaccharides
NcLPMO9C,cleave,tetramer
LPMOs,depolymerise,crystalline cellulose
LPMOs,depolymerise,hemicellulose
LPMOs,depolymerise,lignocellulosic biomass
LPMO9C,reaction,H2O2
LPMO9C,reaction,xyloglucan
LPMO9C,reaction,polysaccharide substrate
LPMO,reaction,electron
LPMOs,uncoupled,substrate
LPMOs,uncoupled,xyloglucan
LPMOs,uncoupled,Cu+
LPMO,Degradation,Textile Dyes
LPMO,decolorization,textile dyes
LPMO,determination,Dyes
LPMO,determination,azo-
LPMO,determination,triarylmethane
LPMO,determination,dyes
LPMO,determination,chromophores
LPMO-reducing,regenerate,sources
LPMO-reducing,regenerate,phenols
LPMO-reducing,regenerate,plant biomass
LPMO-reducing,regenerate,diphenols
lytic polysaccharide monooxygenase,reduces,copper
lytic polysaccharide monooxygenase,reduces,substrate
LPMOs,degrade,plant polysaccharides
LPMOs,degrade,oligosaccharides
enzymes,degradation,substrate
enzymes,degradation,biomass
LPMO,binding,copper
LPMO,binding,ascorbic acid
LPMO,binding,cellulose
enzyme,stabilizing,substrates
enzyme,stabilizing,cellulose
enzyme,stabilizing,xyloglucan
cellobiose dehydrogenase,modulation,divalent cations
lytic polysaccharide mono-oxygenase,depolymerization,cellulose
cytochrome,transferred,Electrons
cytochrome,transferred,FADH2
cytochrome,transferred,haem b
CDH,reduction,FAD
peroxidases,degrade,H2O2
peroxidases,degrade,lignin
GLOX,oxidation,radical cation
GLOX,oxidation,"2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid"
GLOX,consumption,radical
GLOX,consumption,O2
peroxidases,regulated,O2
LPMOs,cleave,biopolymers
LPMOs,cleave,cellulose
LPMOs,cleave,chitin
LPMOs,cleave,starch
LPMOs,cleave,hemicelluloses
cellulase,degradation,Cellulose
LPMO,degradation,polysaccharides
LPMO,depolymerization,biomass
LPMO,introduces,carboxyl groups
LPMO,introduces,crystalline
LPMO,introduces,cellulosic substrate
cellulases,degradation,crystalline substrate
LPMO,degradation,polysaccharides
LPMO,depolymerization,biomass
LPMO,degrading,crystalline
LPMO,degrading,amorphous
LPMO,degrading,cellulose
LPMO,introduces,carboxyl groups
LPMO,introduces,crystalline
LPMO,introduces,cellulosic substrate
cellulases,degradation,crystalline substrate
cellobiose dehydrogenase,immobilization,polyaniline-multiwalled carbon nanotubes
cellobiose dehydrogenase,immobilization,gold
CDH,adsorbed,Polymer-multiwalled carbon nanotube
CDH,adsorbed,MWCNT
CDH,adsorbed,gold
CDH,bioelectrocatalysis,MWCNT-P(AMB-A)-PDA
CDH,bioelectrocatalysis,electrode
CDH,bioelectrocatalysis,lactose
CDH,detection,MWCNT-P(AMB-A)-PDA
CDH,detection,lactose
CDH,binding,cellulose
CDH,binding,cellulose
CDH,interdomain electron transfer,Tyr99
CDH,interdomain electron transfer,FAD
CDH,interdomain electron transfer,heme
LPMO,delivery,electrons
LPMO,delivery,heme
LPMO,delivery,T2Cu
AmPDH3,reactivity,oxygen
AmPDH3,reactivity,FAD
LPMO,donate,electrons
LPMO,interaction,b-type heme
LPMO,interaction,type-2 copper center
cellobiose dehydrogenase,enhanced,Polysaccharide
LPMOs,decrystallize,polysaccharides
CDH,oxidase,electron
CDH,oxidase,oxygen
LPMOs,hydrolysis,biomass
NADH oxidases,synthesis,5-hydroxymethylfuran carboxylic acid
Nox,oxidation,nicotinamide cofactors
Nox,oxidation,hydroxymethyl furfural
Nox,oxidation,HMF
Nox,oxidation,5-hydroxymethyl-2-furancarboxylic acid
Nox,oxidation,HMFCA
LvNox,oxidation,HMF
LvNox,oxidation,HMFCA
LvNox,oxidation,NAD
LvNox,oxidation,HMF
NADH oxidases,accept,NADPH
NADH oxidases,accept,substrate
Arylmalonate Decarboxylase,Binding,Alkenyl Substrates
AMDase,synthesizing,alpha-aryl
AMDase,synthesizing,alpha-alkenyl alkanoic acids
AMDase ICPLLG,decarboxylates,aromatic malonates
AMDase ICPLLG,decarboxylates,alpha-carbon
CDH,cleavage,cellulose
cellobiose dehydrogenase,oxidation,Azido derivatives
cellobiose dehydrogenase,oxidation,cellobiose
CDH,catalysis,"cellobiono-1,5-lactones"
CDH,catalysis,6'-azido-6'-deoxycellobiose
CDH,catalysis,6'N3Clb
CDH,catalysis,6-azido-6-deoxycellobiose
CDH,catalysis,6N3Clb
CDH,catalysis,2-azido-2-deoxycellobiose
CDH,catalysis,2N3Clb
CDH,binding,Substrate
CDH,binding,cellobiose azido derivatives
laccase,regenerated,15
laccase,regenerated,5
laccase,regenerated,11
laccase,regenerated,redox mediator
